count_words,count_mentions,count_hashtags,count_capital_words,count_excl_quest_marks,count_urls,count_emojis,clean_text
36,0,0,0,0,0,0,ur gonna lot shit cuz lot ppl hate actual anticip alreadi awar lot peopl hate
98,0,0,0,4,0,0,one quot someon famou even someon apo not famou think everyon know favourit quot life short wake regret love peopl treat right forget one believ everyth happen reason get second chanc grab hand chang life let nobodi said life would easi promis would worth
14,0,1,2,1,0,0,ballfuck real get vv thankyou haha
12,0,0,0,1,0,0,ur sick drink beer
27,0,0,0,2,0,0,cat free dog cost money pussi free ov reason not cheap ass tc
15,0,0,0,0,0,0,reckon beat swime rekon cant
21,0,0,1,2,0,0,lol ur pedophil ur old step dad ok talk
106,0,0,0,2,0,0,think last person realli knew die chanc give hour life back give one year life difficult question even year life balanc know would lose peopl love pain get back even moment know go go pain worth no probabl
23,0,1,2,0,0,0,today no longer profil pic read even bother ask oki
11,0,0,0,0,0,0,fuckin hate ass fuckin love ass
23,0,0,0,0,0,0,new zealand better oz awsum countri cant answer
12,0,0,0,2,0,0,virgin think
19,0,0,0,1,0,0,like sex light depend partner
23,0,0,0,1,0,0,play gabe wow not even answer legit respons mind busi thank
6,0,0,0,0,0,0,jerrrk ilovey
17,0,0,0,1,0,0,water tast no miner water tast
16,0,0,0,2,0,0,ouch oo got buttfuck slapppppppp pimp slap
33,0,0,0,1,0,0,choos last meal menu consist el torito salsa amp chip byblo kafta sandwich mcdonald spici hot soup oh hot cheeto puff
22,0,0,1,0,0,0,yea fs fuck retard hate tell clarissa tri keep say process error
48,0,0,1,1,0,0,think ladi say men im mail never phone though hmm talk seem dont not anyth say ive alway got someth say
9,0,0,0,0,0,0,wat ur fav color black
16,0,0,0,1,0,0,headach bash head wall hahaha
21,0,1,1,4,0,0,apriiiiiiiiiiiil miss uuuu emma btw haha emma hahahahah missssseddd yuhhhhh
22,0,1,0,1,0,0,favorit genr music ummm pop haha dont no cant tell music apart
5,0,0,1,0,0,0,anonom
41,0,0,0,1,0,0,work go school colleg work moment independ project side place brighton film school septemb return educ
13,0,0,0,0,0,0,name three biggest fear death no famili no money
13,0,0,0,1,0,0,sk isz colr mah pp mhm
13,0,0,7,0,0,0,pussi ahh hoe stay dha formspr page hater bye
18,0,0,0,1,0,0,taught jillian know teach destroy merloc
10,0,0,0,2,0,0,fake not fake
16,0,0,0,0,0,0,are yoooh gonnaa askk meee lol lol prollyy nott jk
13,0,0,0,0,0,0,yhuuu apo uhh cuti awwww thank cute
34,0,0,0,0,0,0,lmao omg song back gotta listen tot new stuff hehe wat that mad sexxii song im love
14,0,0,0,0,0,0,gay nah straight
11,0,0,0,1,0,0,grosss face nasti
38,0,0,0,1,0,0,think im consider love famili orient pleas tell im miss ye wait consider lmao joxx wat told member
7,0,0,0,1,0,0,yu noee candiss ye
11,0,0,3,1,0,0,ommgsh amazingggg no
48,0,1,3,0,0,0,stfu tabi may not fake bitch annd need go back idaho hoeee orr go ford better ther anyway like mayb friend ock soooo leav haha okay jordin
14,0,0,0,2,0,0,appeal sun moon star star
11,0,0,0,1,0,0,cuss dont
26,0,0,0,0,0,0,hadda say ever sinc jordin albertson like delet formspr someth mean comment stop haha
14,0,0,5,0,0,0,big isz yo dick itz inchez nd im still grow
32,0,0,0,0,0,0,didnt workout today im gonna redo whole weekr omg better not moodi real caus ill like slap screen lol
68,0,0,1,1,0,0,leav kasey alon apo hell lot nicer apo shut yo damn mouf ye purpos spell word apo wrong no need correct hah fuck ganna show much know fuck pussi dont even put name
25,0,0,0,1,0,0,time awak morn today got long night
12,0,0,0,0,0,0,horni lol serious wtffff get life
11,0,0,0,0,0,0,fuckin hate ass fuckin love ass
51,0,1,0,0,0,0,not creepi stalker everyon fuck hate everyon know fuck remind harmoni flashpink uglier alittl pathet everyon know fake girl want attent dumbfuck dont fake
10,0,0,0,1,0,0,awwww not know
12,0,0,0,1,0,0,would rather cheat cheat cheat
37,0,0,0,1,0,0,name nobodi ever name ever like bertha someth hahahah apolog name bertha spring rain hippi nonsens name like
33,0,0,1,2,0,0,want last name dont think alreadi gave name dont need know anyth except wear way much makeup
26,0,0,2,1,0,0,stop leav stuff like quot fake quot formsrp dead give away dumbass suck cunt talk
22,0,0,5,0,0,0,waht thee last thing yu stole hmmm think tip money cuz oke haha lol
25,0,0,0,0,0,0,apo never gonna talk not said want go left peac
13,0,0,4,2,0,0,what ur favourit flavour crisp salt vinegar
23,0,1,2,4,0,0,agre someon black trouser black shoe wear black sock ye
12,0,0,0,0,0,0,wat homi bun blond moment
34,0,0,0,6,0,0,im gnna fxk ur dum hoe take shit anonym talk amp probabl know hoe bitch
12,0,0,0,1,0,0,whatg think fake ignor
7,0,0,0,3,0,0,suppppppppp nadaa bore yuu
36,0,0,3,6,0,0,dont squirm motha fucka syring spare time skin nigger hit nigga nico bing aha nigga zure nice rhyme llama fucker
28,0,1,0,0,0,0,drop cuz think mess could done random person
21,0,0,0,1,0,0,favorit chees cheddar nice simpl would need anyth fanci
34,0,0,0,1,0,0,oh well apo shiiit hang older peopl get friend age dumb bitch stfu doo dont wrri bout mee
18,0,0,0,1,0,0,danger outback well must danger caus aint lmao
70,0,0,1,1,0,0,would like big blackr currant next question oo
13,0,0,0,1,0,0,youtub video made laugh recent dorito commerci
8,0,0,0,0,0,0,quot no special stfu
5,0,0,0,1,0,0,okay
32,0,0,0,2,0,0,expand answer gave question tell us confuseddddd help answer order
17,0,0,1,1,0,0,last time maturb today shower think
11,0,0,0,0,0,0,hey laura sup mike yoooo nigglett
15,0,0,0,1,0,0,choos name zooshay zoowil chose
17,0,0,0,1,0,0,pleas stop spam right nw inbox thank oki
92,0,0,2,7,0,0,mean get let dog amp back put laptop back turn light amp walk upstair looong man haha haha bloodi lazi probabl stuck sofa much ice cream bodi mould faic hahaha better parent find earli hour morn valentin day know haha
19,0,0,0,1,0,0,sometim ask god thing happen nahhh thing alway purpos
33,0,0,0,2,0,0,im guy quot cant fuck get girl quot ha well uh alright good knoww funni ha
19,0,0,0,1,0,0,would rather swim pool ocean pool might get wash awayi
12,0,0,0,0,0,0,whyy are youu suchh aa faggottt ahahaha noo
53,0,0,0,1,0,0,teacher life weirdest thing ever seen teacher share stori leav one word repli like peopl lmao sex one teacher weird
56,0,3,0,1,0,0,okay littl bit troubl peopl not want question bitchi want question pleas messag inbox remov without fight thank guy yep yep
15,0,0,0,1,0,0,choos cross eye person crippl cross eye haha
16,0,0,0,2,0,0,yo bang chick tonight bang chick not im awar
26,0,0,0,0,0,0,apo downtown shop back lataz ok well im not long im answer im
7,0,0,0,1,0,0,fanni dick willli
11,0,0,0,1,0,0,hahahahha pfffffffffffffftttt everyon know lol haha duhh
26,0,0,0,0,0,0,shit talkin bitch wow reallyy whyy are yuu tlking thii shitt thiiss formspr ndd nott inn myy face whooss thee pussi
14,0,0,0,2,0,0,would klondick bar absolutli noth
20,0,0,0,1,0,0,last piti parti held dont hold enough think
14,0,0,0,1,0,0,anoth word quot thesauru quot synonym book
32,0,0,0,1,0,0,name first pet give name sassi cat hate cat funni weird huh
41,0,0,0,0,0,0,god fun night want reliv danc wall mart betoven bahahaha hahaha yeah beard guy haha never saw still good dancer haha
41,0,0,0,1,0,0,ever sex someon regret much person wud not leav alon like thought meant realli explain happen nope not
25,0,0,0,6,0,0,ahh fair enough time isit pm still dress jammi
18,0,0,0,1,0,0,yu dont like haleyi no dont like love
9,0,0,0,0,0,0,ashley mexican sho nuff
15,0,0,0,2,0,0,apo answer apo answer
26,0,0,0,2,0,0,no matter hard tri cant seem get mind pleas text meh uhhhhh
84,0,0,46,0,0,0,aye hoe df yu tink iss beta tighten amp get ya knee suk di dickr yu aint bout shit hoe sukin dick gettin fukd pay ya ass ya ass tu dirti rather drink yazimeh go hard fa priscilla hoe ugli fine fuk uh huh well dude eva fuk dnt give fuk bwt one uu
11,0,0,0,0,0,0,tall im bout
44,0,0,0,0,0,0,yeah go ahead play victim know nico that know player fuck bitch know would know lindsey haley play shut mouth
16,0,0,0,1,0,0,stop hate page kthx would wanna hate
18,0,0,0,2,0,0,hehe exactli call haha jk sero iim bore pedo
52,0,0,0,1,0,0,ever stolen anyth store someon stolen thing store younger like materi thing eg ring necklac lol not much though go hand author pleas pleassssssssssssss
10,0,0,0,1,0,0,ever beaten nope
6,0,0,0,2,0,0,filthi mexican
22,0,0,0,1,0,0,danc partner would let guy girl cut yup dont see not
22,0,0,0,2,0,0,look girl qualiti look ect strong mind big boob outlaw like
27,0,0,1,3,0,0,look see ufo omg ufo track oh wait balloon
28,0,1,0,3,0,0,think not hot call delusion haha mayb delusion work nice
14,1,0,4,4,0,0,wn yuh yuh becki anytym
14,0,0,0,1,0,0,like peopl randomli come ye
14,0,0,0,1,0,0,im okay ty wubu hang friend
21,0,0,0,1,0,0,name one state would haha wyom
34,0,0,1,3,0,0,someth use say youud never often anyth anyth swear youull never current nope
10,0,0,0,1,0,0,what wrong chicken littl lmao stuffffffffff
36,0,0,0,2,0,0,lmao somon distract lmao cant write right ok undastand ur obbsess lmfao wat not ahaha shup cu spame contact go find lmao
18,0,0,0,0,0,0,hahahahah awesom know send messag friend cool
70,0,4,2,2,0,0,realli heat make session crush bf gf right sex virgin imagin readi suddenli realiz condom go sex not ye oral anal sex
13,0,0,7,0,0,0,pussi ahh hoe stay dha formspr page hater bye
28,0,0,0,3,0,0,ever poem song written say titl yea idr tho
12,0,1,0,1,0,0,biggest phobia ummmm messi room
8,0,0,0,1,0,0,go hell afterr youu
11,0,0,0,0,0,0,shemar moor sexxii hell
8,0,0,0,0,0,0,helloooo hello
58,0,0,0,3,0,0,what doctor like mine super nice kind alway talk doc sinc long ur male femal male gyno femal doctor thing long member
31,0,0,0,5,0,0,fuck hope move bitch good thing not even show name say didnt wanna go ock
44,0,1,0,2,0,0,hey stupid peopl see everyon know tabi real life yeah retard still call fake not oper comput say hahahahahahahhhahahah oh god love
20,0,0,0,1,0,0,like cool friend awesom talk
23,0,0,0,1,0,0,soo ur bi yea sex jail found like
18,0,0,0,1,0,0,give one favorit food would difficult chocol
7,0,0,1,1,0,0,abcdefghijklmnopqrstuvwxyz pick one
13,0,0,1,1,0,0,wut bra apo got pimp hoe
17,0,0,0,1,0,0,buy groceri kroger babay soooo better walmart
10,0,0,0,3,0,0,ethnic whitey
40,0,1,0,1,0,0,said peopl cri death anim real life televis death human think not sure
52,0,0,0,1,0,0,far advanc famili plan holiday meal plan week ahead month ahead spread two state alot famili member time get sheadual togeth
28,0,0,0,2,0,0,parent nick name littl still call isit nope
36,0,0,3,6,0,0,dont squirm motha fucka syring spare time skin nigger hit nigga nico bing aha nigga zure nice rhyme llama fucker
56,0,0,3,5,0,0,favourit book enjoy read actual read often get distract easili attent span short thing unless im realli tend read inform book though make sound like geek buggar geek
13,0,0,0,1,0,0,think pedophil kill no jail
48,0,0,24,27,0,0,im happi go north dddd go like wayyy king promise love im pretti happi lmao dont like king hahaa love
47,0,0,0,2,0,0,yay one love love dr realli put number kid xdr creeper gonna call nowwwwwwwww hahah call number realli mine anyway
192,0,1,1,4,0,0,weirdest person ever met job constantli meet engag new peopl nice not weird eccentr rude polit hard put definit weirdest pin certain person definit custom meet weird take odd interpret exampl guy sat one tabl one kept stare littl offput tri avoid much could put food member staff guy said bye gave hug kiss cheek guy tabl stood eye worst look friend walk look said quot appreci eye look pshhhhh quot sat ate lol that one weirdo meet lot
24,0,0,0,1,0,0,much talk gmac talk lot fb msn im msn
30,0,0,2,0,0,0,know person level bitch well support decis mayb friend bitch
18,0,0,0,1,0,0,want grow fashion design lawyer
49,0,2,36,0,0,0,smilemexxx trailer trash racist fat cow bimbo fuck slut worthless hell good someon use bodi sex dump street done use that not veryy nice
13,0,0,0,1,0,0,rememb show zoom miss nope
12,0,0,0,1,0,0,hey suck hoe cruel
39,0,0,2,4,0,0,lol danc wit afta yu lef la nite heard tht grl dancn wiff jefferi got wet boner ahahahahahaha omg heheh yu noe yu like
34,0,0,0,2,0,0,girl notic hot guy im follow daumn lmao guy follow girl think hot yep yep
13,0,0,0,0,0,0,ass mouth im
8,0,0,0,1,0,0,take vitamin no
28,0,0,0,1,0,0,hav eu heard ranger aka ggpr aka go go power ranger aka power ranger lol use watch time school
12,0,0,0,0,0,0,go home come get take home
20,0,0,0,0,0,0,turn around bend welcom littl friend insid ahahah
24,0,0,1,1,0,0,think peopl overus poke button facebook lmao time fun
34,0,0,0,1,0,0,dumbest thing ever done lmao take cell phone shower drop drown lol thank babe remind pleas lol
30,0,0,1,0,0,0,fake fake call real hailey fake formspr lame bitch lame no leav stupid usernam
18,0,0,0,1,0,0,ever hard say quot love quot no
5,0,0,0,1,0,0,spamspam sure
24,0,0,0,1,0,0,adolf hitler one testicl vegetarian testicl threw nazi regim
28,0,0,0,1,0,0,want go walk ye pleas want get fresh air dark scari outsid not
86,0,0,3,4,0,0,consed biatch sure everi bodi like luv pute everi bodi tlk ppl bodi els dose make dem feel bad get life wait im srri old grow uppp dont care ppl like not find someth better doo instead tlking shit formspr fuck would care littl pussi sayysss patheticcccc
25,0,0,0,1,0,0,tattoo actual yet want flower ivi thing foot though someth tast
9,0,0,0,1,0,0,like sex haha
9,0,0,2,0,0,0,your ugli stop talk
22,0,0,9,3,0,0,ahhhh fuck superglu sting made wors flush pint water loveeeeeeee
40,0,0,4,2,0,0,defin sexual sexual think rather obviou said life aim includ find red come hair blond hair tv play unidentifi lesbian that got clue
10,0,0,0,5,0,0,iz yyo cum reali pink no wtf
30,0,0,0,2,0,0,sup well current love left work im formspr answer question thank haha sup
24,0,4,0,3,0,0,american say happi independ day like normal say happi xma someth ye
27,0,0,0,0,0,0,done done bed felt oh connor enjoy ridicul potato wave
9,0,0,0,3,0,0,drti slut yep
29,0,0,0,3,0,0,often realli quot go quot go sens leav hous lol probabl everi day unless im ill someth
26,0,0,0,1,0,0,one life realli make impact world choic make matter ye ye
24,0,0,0,1,0,0,thank time bitch swear would ughhhh elizabeth ua rodriguez wtf ughhhhh meann dumbass
28,0,0,0,4,0,0,year old dumbass pedifil feel better want talk say
21,0,0,0,0,0,0,lol smirnof cheap lol omg noo wana move wait dont drink muj lol
15,0,0,0,0,0,0,idk whenev sex wanna sleep peni
32,0,0,0,0,0,0,yeah im pretti much think import physic relationship yesssss like talk nice
18,0,0,0,1,0,0,could punch one celeiti without repercuss would taylor swift
28,0,0,1,8,0,0,work shift amp amp ye inde know feel like hell hit gold club
10,0,0,0,0,0,0,comeback suck ball
67,0,0,0,2,0,0,ever look pictur see stranger background ever wonder mani stranger pictur mani moment peopl life could part someon els life not even know sure convers million peopl touch live countless
5,0,0,0,0,0,0,fu bawl
29,0,0,0,1,0,0,could go back time year tell younger self someth would life never go easi
19,0,0,0,2,0,0,want kid mani adopt one
49,0,0,2,5,0,0,phobia normal height dark extent die alon loos love one etc etc etc worst fear cockroach well insect gener cockroach eughhhh see one even behind glass freak
65,0,0,1,1,0,0,think parent knew could relat better idk parent okay let restart mother relentless dad know quit well actual mother like thought mind use ha annoy hey not like choos parent
25,0,0,0,1,0,0,nurseri rhyme say humpti dumpti egg predetermin rhyme written
26,0,0,21,6,0,0,last messag peopl rude not disregard sorri offend okay
30,0,0,0,1,0,0,could go anywher right would toooooo ermmm let think random london nightlif peopl obvious not
25,0,0,0,3,0,0,xenturi amp shayla eat straight peanut butter anyth could eat day hmmm fruit kind fruit
63,0,0,0,0,0,0,jordan love not tri mean need stop hang around gabbi becom hoe woahh barley hang like ever im not hoe ha neither dont say face sinc quot love quot
53,0,0,0,1,0,0,vein skin visibl vein top hand undersid wrist heard strain make pop haha undersid forarm around wrist top hand
32,0,0,0,1,0,0,prefer pen pencil optomist pessimist sun set sun rise wall mart mart pencil optomist sun rise lie either
13,0,0,0,1,0,0,banana remind fruit xd
11,0,1,0,1,0,0,obama presid horribl
60,0,0,0,4,0,0,ok someon tday walkd upto store gave im not kind person call stranger wud call stranger met store bar corner street etc no havent unless desper never no
115,0,0,23,9,0,0,dam girl moodi today haha sorri babe what go today algood ill pik drop ahh moodi not dont feel lik talk didnt say anyth except wat ask think last min answer would chang egg well swap pick wd give car back need dat back weekend caus os game sat watev im hoppng get mg gee hope sent nufn major scullci dat
8,0,0,0,0,0,0,cr sowwi
24,0,0,0,3,0,0,could chang race ethnic would nope like white blond blue eye
111,0,1,0,2,0,0,love somebodi know like way well pretti much suck honest happen realli hard deal think rather give make sure no chanc go noth lose chanc think need tri think neg thing person tri snap least pain wear
35,0,4,2,2,0,0,dalmatian color book dalmatian black white found dalmatian color book lol idk
27,0,0,0,1,0,0,would say crowd room quiet fart id say lol
37,0,0,0,0,0,0,ladi gaga amp tina encantan no imxta nd lo digan la mi gustaba cristina pero ps ya esta toda odiosa xd
19,0,0,0,3,0,0,never mind better soar throat bleh meahh lol
13,0,0,0,2,0,0,like eye guess
54,0,0,0,1,0,0,middl school would go th amp th high school guy seem like good idea anyon grade age group actual apo make sens would even work anyway im sorri cant pleas everybodyr
192,0,0,0,7,0,0,independ live home explain well independ sens care peopl think certain thing anyway let anyth els influenc wear say lot peopl say dress sens quot uniqu quot would agre lol still live home no choic im see like still pretti young not biggest incom move would pay rent somewher even afford live what point move time well septemb go nice eak home im independ sens like bedroom thing not im loner lol find easier concentr someth no one els know mean sound complet weird oo lol
26,0,0,0,1,0,0,lol lesbian real talk honest everyon say lmaoooo ok that hot legit gross
26,0,0,1,1,0,0,one place never work fast food work hotel want keep
14,0,0,0,4,0,0,think jack date haha
25,0,0,0,6,0,0,ahh fair enough time isit pm still dress jammi
8,0,0,2,0,0,0,eat cabanara ewwwwwwwwwwwww no
11,0,0,0,0,0,0,thank fer yur pic omment oh fasho haha
34,0,0,1,0,0,0,faggot go edc god damn almost much bitch thad no near zach least love
60,0,0,0,1,0,0,hoe ugli df dnt cum tu page wit shit bitch fuk rong wit yo life hoe haha hoe ugli one guess think raw aktual not muss sum life kumin mah page hoe aint shixt um juss noe messin wit dah rong one
9,0,0,0,0,0,0,hm send messag mmmk
30,0,0,0,1,0,0,would tattoo name upper arm second tattoo ur other name ur arm sigh ake
33,0,0,0,2,0,0,gf ever pregnanc scare first thing came mind never daughter born plan
14,0,0,0,1,0,0,last time yell
14,0,0,0,1,0,0,im bore right wait wait macasero
19,0,0,0,2,0,0,love jordann fuck shittalk love juli amp fuck yeah
44,0,0,2,3,0,0,happiest memori sound lame thing spring mind film skin open sequenc love not skin whole atmospher film amaz
28,0,0,0,2,0,0,like smell lavend ye find realli relax sometim cant sleep get burner go
24,0,0,0,1,0,0,love life honestli know yet find month
16,0,0,0,2,0,0,ouch oo got buttfuck slapppppppp pimp slap
13,0,1,0,2,0,0,babbyy wanna throw ese
18,0,0,8,0,0,0,fuck say name no believ type name billi
13,0,0,0,1,0,0,virgin uhm believ that busi
8,0,0,0,1,0,0,gay lesbian straight sorri
60,0,2,1,0,0,0,lmfao fuck creepi amp must no friend life creat mulipl formspr say theyr fake quit think everyon want amp copi no one would fake sorri pathet poser one creepi stalker
14,0,0,0,2,0,0,would klondick bar absolutli noth
14,0,0,5,1,0,0,apo cool yeah yeah matt mose
15,0,0,0,1,0,0,ever shop lift ye comic book
22,0,0,0,0,0,0,nah send againr cant member said tell said ill resend lol
9,0,0,0,0,0,0,go look pleas nahhhhhhh
30,0,0,0,2,0,0,text never text back fuck ugh phone mess soo send myspac messag mmk
23,0,0,0,1,0,0,would ever sex underag no talk dirti would never kind relationship
18,0,0,0,1,0,0,mr big forehead date huh ye what
9,0,0,0,0,0,0,sweet win lmao hahahah
39,0,0,0,1,0,0,citi favorit one probabl panama partylif alot realli enjoy savanna georgia beauti street hous
17,0,0,0,1,0,0,haha keep say shit ill kill well go jail
11,0,0,0,0,0,0,hahaha ohmygod actual jerk okay
24,0,3,0,1,0,0,one thing like done yet fli plane
13,0,0,0,1,0,0,want dead weather
54,0,0,2,3,0,0,favorit holiday want take favourit holiday taken would first time went orlando famili pretti young someth well kid let loos orlando caus riot lol
24,0,0,10,0,1,0,yell nigguh pass link wat mayb
10,0,0,0,1,0,0,ever meat yeh
15,0,0,0,1,0,0,would defin cultur kiwi new zealand chill awsum lol
36,0,2,0,1,0,0,hear word wendi chilli run head get urg like kick scream someon take wendi
22,0,0,0,0,0,0,love muj send caus told err thing post lol
11,0,0,0,1,0,0,ever drop cell phone ever
15,0,0,0,1,0,0,anon ta mere est le chien et mang merd
24,0,0,0,1,0,0,current afraid speak feel someon fear not feel way nope
17,0,0,0,2,0,0,needi need help im needi need boii attent
30,0,0,0,0,0,0,lmao fli im not com back lol ill sell plan buy us island zooland lmao zoo anim
35,0,0,1,0,0,0,no wont haha listen asshol sit tri tell feel unless know person level good friend
16,0,0,0,1,0,0,mani peopl slept omg babe dork no comment
13,0,0,3,1,0,0,duuuu yuuuuu shave no wut iluk lyke
73,0,0,0,3,0,0,okay yep far diagnos usual cancer go reoccur want get cocki oldest person type cancer live kind scari thank ask great
16,0,0,2,1,0,0,make laugh twitt bumm guess xx lauraaa
22,0,1,0,1,0,0,longest relationship one im one year month
22,0,0,0,2,0,0,smoke cancer stick pictur not pictur mikayla
11,0,2,0,2,0,0,say sex say
15,0,0,0,0,0,0,ya igot yo request damn yew gotta lil ass behind yew
23,0,0,0,7,0,0,qq sxi ip fu luh yuh nqr lol diz
59,0,0,43,0,0,0,hoe gt str lil ugli hoo cu fukn widd da rong mutha fuknn personnn best believ fuk wit priscilla fukn witt errboddi cuss hoee cann get ya face fukd real fastt pussi hoe advic stay df ha mutha fukn formspr amp hoe dnt anomn
18,0,0,0,2,0,0,arrrugh dont hate fli get rid swat
37,0,0,0,3,0,0,dnt choic lmaoo amp uhm idk im go somtim week because bitchh daddyy saidd soo lmaoo bitchh dontt gett smartt yuu gett kill dd
24,0,0,1,3,0,0,na neva dhat tosha kno bout chu hun wen yu finna dhi shit ull find tosha
62,0,0,0,5,0,0,one talkin shit back fuckstick mean serious th grade get know th grader badass get fuck ass hard kid abl sit first year live
11,0,0,0,1,0,0,fuck even person
51,0,0,0,0,0,0,dayumm stupid fuckin cunt stop talk shit get fuckin life go suck mom dick chock dayumm lil pussi take anonami watev stephani ilovey alexi haha knoow huh matter love youu stephani
23,0,0,0,0,0,0,ok got bck saw anon get ima come look ladi
5,0,0,0,0,0,0,haterssssss hah
16,0,0,0,1,0,0,uqhhh iquess yew goht hoess ova youh lmao lol im tell yew
24,0,0,0,0,0,0,cool tell happi birthday need work soon realli cannot botherd lol xxx hahah anyth madam
46,0,0,1,1,0,0,last potato cup tea gleeee would laugh said quot stop believ quot glee cast yeah im obsess know ummm skin interview think
14,0,0,0,0,0,0,tehe see fag hahahha jk love youu
18,0,0,0,0,0,0,whatev fake noth good life hahahahahha okay
14,0,0,0,1,0,0,often go not often
13,0,0,1,1,0,0,hoe uh huh tht du life
13,0,0,0,1,0,0,where crown put crown head
61,0,0,0,3,0,0,think sexi sexi certain time think im sexi lol much confid think biggest part sexi exert bodi confid suppos chang time moment no lol
52,0,1,0,2,0,0,annoy thing person love bother much mom stroke move watch mute commerci hate
24,0,0,0,1,0,0,seriou heart liter stop saw tweet whatya aww chillin hbu
18,0,0,0,1,0,0,sunday morn would like thousand cup good coffe pari hilton
11,0,1,0,0,0,0,not fake sorri liar
16,0,0,0,1,0,0,mean sex thatu fire great sex
36,0,0,0,3,0,0,still right wrong good bad truth lie everyth negoti left interpret right wrong matter wrong thing
36,0,0,1,2,0,0,jimmi crack corn no one care song jimmi one think marissa dad oc lol
18,0,0,0,1,0,0,liar not th grader seventh grader no shit sherlock
16,0,1,0,1,0,0,wear right cami gym short haha
12,0,0,1,1,0,0,mint cinnamon hate cinnamon mint
19,0,0,0,1,0,0,caregiv caretak mean thing cuz english languag fuck
28,0,0,0,3,0,0,mani floor home move apart one haha build
20,0,0,0,0,0,0,sandomlyy said hi youuu lol hahaha know find lol
13,0,0,0,2,0,0,good comparison camel mean
13,0,0,0,1,0,0,usual flood page gabe blond princess
38,0,3,0,0,0,0,fine even know stand stand alright mamasita ur back next time
9,0,0,0,4,0,0,name backward esilyah
141,0,0,0,3,0,0,favourit movi time favourit scene hmmm ask question year ago would said quot descent quot hand horror film mani aspect tradit horror film reli blood gore ing viewer obvious recent horror made anyway love second one came flow well first make plot go anywher anyth went slightli backward clear thing first one would nice left imagin
43,0,0,0,3,0,0,hey sugar tit wanna meet night apo race evo metal blue white stripe top got tint front window look wash ur mouth soap approach properli
10,0,1,0,1,0,0,much better yee playa
9,0,0,0,1,0,0,lesbian hmm nope
32,0,0,0,0,0,0,dont like talk much ahahaha hahaha whenev around girlfriend talk much friend
25,0,0,0,1,0,0,type new relationship everi week nope im actual picki date
14,0,0,0,2,0,0,would klondick bar absolutli noth
42,0,0,8,2,0,0,dude seriou stupidddd stfu btw tire peopl talk shit form spring delet accountt bad not stupid js say
15,0,0,0,0,0,0,done ask whorish question xd rofl ahahha xddd cool
33,0,0,0,1,0,0,bad idea befriend ememi life death situat befriend enemi eva say keep friend close ur enemi closer
10,0,0,0,0,0,0,ye sexi thank
9,0,0,0,0,0,0,gooooooooooooooooooooood gonna cut
57,0,0,0,1,0,0,franc serious stop tri make peopl feel bad ugli bitch not ugli stupid cunt beauti stop talkin crap get life silli fuckstick damn like honestli much loser talk shit formspr
15,0,0,1,0,0,0,no ing reallli want give moni
8,0,0,0,0,0,0,nice ound thank man
20,0,0,0,1,0,0,talk shira franc hard keep playa playaa lol franc
29,0,0,4,1,0,0,think pda public love btw pda stand public display affect say pda public redund
39,0,0,0,0,0,0,lmfao person say southwood apo gay southwood main school thee unwant retard unreason drama stupidest peopl life nobodi like word
26,0,2,12,7,0,0,awww kelli gong make cri love love toooooo love back xd
15,0,0,2,1,0,0,ive got money lol pp wanna
10,0,0,0,0,0,0,love awww yayysss ha
10,0,1,0,1,0,0,much better yee playa
13,0,0,4,0,0,0,wat wat not much chillaxn
11,0,0,0,1,0,0,time
22,0,0,0,3,0,0,would rather vampir werewolf werewolf aka jacob pride lol good part lol
31,0,0,0,0,0,0,ur not pretti think ur prettiest girl wow stupid evil go rude somewher els dont even think im pretti
25,0,0,1,2,0,0,hey hairi ass would love put toung deep eww dude get life
17,0,0,0,1,0,0,one talent wish possess wish could sing
44,0,0,1,2,0,0,ever wish differ name ye actual went phase love south nowher want call ashley lol total pass im fine kelli
23,0,1,2,0,0,0,today no longer profil pic read even bother ask oki
14,0,0,0,1,0,0,chines peopl get english say tattoo bodi probabl
17,0,0,0,1,0,0,contact flood page dear lol blond princess
11,0,0,0,1,0,0,quizz quizzic test testic
26,1,0,0,5,0,0,xpc work qq pl pu zzi lol naw itz goe istick yew lick
15,0,0,0,1,1,0,
11,0,0,0,1,0,0,pointless celeb ladi gaga
51,0,0,0,0,0,0,dayumm stupid fuckin cunt stop talk shit get fuckin life go suck mom dick chock dayumm lil pussi take anonami watev stephani ilovey alexi haha knoow huh matter love youu stephani
11,0,0,0,1,0,0,think psychic real idk sometim
12,0,0,0,0,0,0,love sisssssi fukin love
53,0,0,0,0,0,0,could compar knowleg alreadi compar knowleg yet obtain fill pitcher water much water would pour pitcher im knowleg world bare touch rim bottom
18,0,0,0,8,0,0,alot hater leav laura alon lol laura ili
18,0,0,8,0,0,0,fuck say name no believ type name billi
54,0,0,0,0,0,0,like dang sexi like better look dont matter would beat ohk fuke say bitch stop bein annanom fukinn hop owff shit im sure kuld woop buhh wannah say bye
11,0,0,1,1,0,0,get yo knee meh nevah
24,0,0,0,1,0,0,like justin bieber aw music catchi gotta admit album
10,0,0,0,1,0,0,ever gang no
42,0,0,1,2,0,0,tall dark drop dead gorgeou shi reserv short cute shi reserv short cute definit everyon know im not typic hot kind stereotyp look cute much
16,0,0,0,0,0,0,hope great weekend thank moo
25,0,0,0,6,0,0,ahh fair enough time isit pm still dress jammi
